frame,reason,priority,hint_u,hint_v,confidence
1912,lowconf,2,1715.9,546.8,0.585
1916,miss,1,1654.3,803.1,
1917,miss,1,1639.1,865.6,
1918,lowconf,2,1638.0,953.4,0.599
1919,lowconf,2,1622.8,1008.3,0.565
1920,lowconf,2,1617.3,980.8,0.597
1924,miss,1,1585.2,1027.8,
1925,miss,1,1576.2,1049.9,
1926,miss,1,1567.2,1072.0,
1927,lowconf,2,1578.1,870.9,0.59
1929,lowconf,2,1564.6,872.9,0.572
1930,miss,1,1555.2,874.7,
1931,lowconf,2,1552.5,918.7,0.524
1933,lowconf,2,1539.0,959.2,0.586
1936,lowconf,2,1526.3,1068.7,0.544
1937,miss,1,1518.4,1043.9,
1941,lowconf,2,1486.3,1231.3,0.533
1949,lowconf,2,1415.7,1268.4,0.576
1950,miss,1,1409.5,1254.4,
1962,miss,1,1298.4,1549.2,
1964,miss,1,1278.5,1587.8,
1991,fp_static,1,1275.2,1762.3,0.663
1996,fp_static,1,1286.2,1751.2,0.632
2001,fp_static,1,1286.3,1732.6,0.6
2003,lowconf,2,1287.5,1735.8,0.545
2006,fp_static,1,1286.9,1733.3,0.632
2008,lowconf,2,1288.5,1736.2,0.551
2009,miss,1,1288.9,1731.2,
2010,lowconf,2,1290.0,1736.3,0.507
2011,fp_static,1,1287.0,1734.0,0.528
2012,miss,1,1288.8,1733.5,
2013,miss,1,1288.9,1733.5,
2014,miss,1,1288.9,1733.5,
2015,miss,1,1289.0,1733.5,
2016,miss,1,1289.1,1733.6,
2017,miss,1,1289.2,1733.6,
2018,miss,1,1289.3,1733.6,
2019,miss,1,1289.3,1733.7,
2022,fp_isolated,1,1362.5,950.0,0.521
2023,miss,1,1363.0,945.7,
2024,miss,1,1369.6,875.9,
2025,miss,1,1376.2,806.1,
2026,miss,1,1382.7,736.2,
2027,miss,1,1389.3,666.4,
2028,miss,1,1395.9,596.6,
2029,miss,1,1402.5,526.7,
2030,miss,1,1409.1,456.9,
2037,lowconf,2,1528.1,943.8,0.553
2038,lowconf,2,1550.0,935.0,0.556
2039,miss,1,1556.8,924.7,
2040,miss,1,1569.4,926.9,
2041,lowconf,2,1591.7,927.3,0.576
2043,miss,1,1618.7,932.5,
2044,miss,1,1632.9,934.6,
2045,miss,1,1647.2,936.7,
2046,miss,1,1661.5,938.7,
2047,miss,1,1675.7,940.8,
2048,miss,1,1690.0,942.9,
2049,miss,1,1704.3,945.0,
2050,miss,1,1718.5,947.0,
2058,lowconf,2,1777.4,945.1,0.547
2059,miss,1,1789.6,946.5,
2060,miss,1,1800.0,947.2,
2063,lowconf,2,1856.3,941.2,0.525
2064,lowconf,2,1870.2,951.8,0.571
2065,miss,1,1881.0,945.6,
2066,miss,1,1894.6,946.4,
2067,lowconf,2,1856.9,987.0,0.589
2068,miss,1,1884.6,976.8,
2069,miss,1,1892.1,982.2,
2070,miss,1,1899.7,987.7,
2071,miss,1,1907.2,993.2,
2072,miss,1,1914.7,998.7,
2073,miss,1,1922.2,1004.1,
2074,miss,1,1929.7,1009.6,
2075,miss,1,1937.2,1015.1,
2079,fp_isolated,1,2028.8,945.0,0.514
2080,miss,1,2037.4,948.8,
2081,miss,1,2050.0,946.7,
2082,miss,1,2062.6,944.5,
2083,miss,1,2075.2,942.4,
2090,lowconf,2,2172.1,979.5,0.583
2091,miss,1,2194.6,982.7,
2092,miss,1,2204.8,986.1,
2093,fp_static,1,2183.5,968.4,0.543
2094,lowconf,2,2184.7,983.8,0.599
2095,miss,1,2199.7,982.7,
2096,miss,1,2204.6,984.3,
2097,miss,1,2209.6,985.8,
2098,miss,1,2214.5,987.4,
2099,miss,1,2219.5,989.0,
2100,lowconf,2,2292.0,984.0,0.52
2101,miss,1,2288.7,986.4,
2102,fp_static,1,2307.8,982.5,0.532
2103,lowconf,2,2316.7,981.5,0.544
2104,lowconf,2,2328.7,978.7,0.532
2105,lowconf,2,2323.9,979.1,0.588
2107,fp_static,1,2309.1,992.5,0.548
2108,lowconf,2,2308.7,997.1,0.598
2109,miss,1,2330.3,992.0,
2110,lowconf,2,2303.2,994.7,0.563
2111,miss,1,2319.9,996.1,
2112,fp_static,1,2291.3,986.2,0.521
2113,lowconf,2,2284.5,981.0,0.524
2114,lowconf,2,2283.1,979.6,0.594
2115,lowconf,2,2287.5,972.8,0.537
2117,fp_static,1,2277.3,969.4,0.588
2119,lowconf,2,2282.1,967.5,0.527
2120,lowconf,2,2281.0,968.5,0.54
2121,miss,1,2272.8,962.7,
2122,lowconf,2,2278.5,970.5,0.521
2123,lowconf,2,2277.5,965.0,0.504
2124,lowconf,2,2268.8,960.0,0.512
2127,lowconf,2,2245.6,938.5,0.588
2128,lowconf,2,2237.9,934.7,0.578
2129,miss,1,2240.0,938.6,
2130,lowconf,2,2212.0,916.9,0.598
2131,lowconf,2,2201.2,892.5,0.522
2132,lowconf,2,2197.5,871.5,0.569
2133,lowconf,2,2194.6,867.1,0.579
2134,lowconf,2,2193.7,858.7,0.597
2136,lowconf,2,2186.3,825.0,0.59
2137,lowconf,2,2186.9,831.5,0.595
2139,lowconf,2,2186.2,828.7,0.518
2140,miss,1,2173.6,799.2,
2141,lowconf,2,2190.0,821.2,0.506
2142,lowconf,2,2178.8,817.5,0.593
2143,lowconf,2,2185.0,830.9,0.584
2144,lowconf,2,2186.5,841.0,0.575
2145,lowconf,2,2178.0,873.0,0.585
2146,lowconf,2,2179.4,899.1,0.598
2151,lowconf,2,2165.3,1102.5,0.552
2153,lowconf,2,2158.8,1050.0,0.583
2155,lowconf,2,2152.4,1001.4,0.58
2160,miss,1,2144.0,961.4,
2162,lowconf,2,2067.5,974.2,0.543
2167,miss,1,1926.6,1062.8,
2170,miss,1,1765.9,1271.5,
2172,lowconf,2,1602.2,1601.6,0.587
2175,lowconf,2,1567.5,1721.3,0.521
2177,miss,1,1476.1,1858.7,
2178,miss,1,1440.8,1925.0,
2181,miss,1,1454.8,1698.6,
2182,miss,1,1437.0,1702.7,
2185,miss,1,1448.1,1532.9,
2186,miss,1,1439.3,1511.8,
2187,lowconf,2,1848.8,858.8,0.52
2188,miss,1,1695.3,1056.2,
2191,lowconf,2,1432.5,1623.8,0.514
2193,miss,1,1434.2,1586.4,
2198,lowconf,2,1402.9,1520.6,0.59
2199,miss,1,1373.0,1533.3,
2202,lowconf,2,1539.7,952.5,0.533
2203,miss,1,1430.3,1318.4,
2206,lowconf,2,1345.7,1524.7,0.534
2207,miss,1,1351.3,1473.4,
2208,miss,1,1343.4,1476.8,
2209,miss,1,1335.5,1480.1,
2210,miss,1,1327.5,1483.5,
2211,miss,1,1319.6,1486.8,
2212,miss,1,1311.7,1490.1,
2213,fp_static,1,1348.3,1464.6,0.649
2216,lowconf,2,1360.6,1480.5,0.58
2217,miss,1,1356.7,1469.7,
2218,fp_static,1,1372.5,1462.6,0.566
2219,miss,1,1365.8,1466.7,
2220,miss,1,1367.6,1466.6,
2221,miss,1,1369.4,1466.5,
2222,miss,1,1371.2,1466.4,
2223,miss,1,1373.0,1466.3,
2224,miss,1,1374.7,1466.3,
2225,miss,1,1376.5,1466.2,
2226,miss,1,1378.3,1466.1,
2231,lowconf,2,1442.8,1323.5,0.583
2233,lowconf,2,1512.5,1257.5,0.52
2236,miss,1,1521.7,1244.9,
2237,miss,1,1534.1,1230.2,
2238,miss,1,1546.5,1215.5,
2239,lowconf,2,1406.3,1575.1,0.568
2240,miss,1,1449.9,1483.9,
2241,miss,1,1443.8,1514.5,
2242,lowconf,2,1732.5,1091.2,0.505
2243,miss,1,1647.2,1243.9,
2244,miss,1,1671.0,1228.5,
2245,lowconf,2,1552.6,1177.4,0.565
2246,lowconf,2,1552.6,1194.0,0.56
2249,lowconf,2,1607.4,1185.8,0.562
2250,lowconf,2,1608.0,1423.5,0.542
2251,miss,1,1597.8,1371.2,
2252,lowconf,2,1645.0,1435.0,0.511
2253,lowconf,2,1660.5,1420.5,0.576
2254,miss,1,1656.1,1440.4,
2256,lowconf,2,1719.3,1445.1,0.574
2260,lowconf,2,1823.9,1462.5,0.581
2263,lowconf,2,1828.5,1142.6,0.592
2264,miss,1,1881.9,1332.4,
2268,miss,1,1947.1,1470.6,
2270,miss,1,1976.5,1548.6,
2271,lowconf,2,1976.3,1653.8,0.505
2274,lowconf,2,2013.8,1661.2,0.552
2276,miss,1,2045.9,1717.7,
2300,fp_static,1,2171.8,1700.6,0.611
2301,lowconf,2,2173.9,1699.1,0.585
2302,miss,1,2186.2,1689.5,
2303,miss,1,2189.8,1686.3,
2304,miss,1,2193.5,1683.2,
2305,miss,1,2197.1,1680.0,
2306,miss,1,2200.8,1676.9,
2307,miss,1,2204.4,1673.7,
2308,miss,1,2208.1,1670.5,
2309,miss,1,2211.7,1667.4,
2310,lowconf,2,2179.6,1697.9,0.579
2323,fp_static,1,2202.6,1765.1,0.626
2324,miss,1,2207.6,1771.6,
2325,miss,1,2210.2,1776.3,
2326,miss,1,2212.8,1781.0,
2327,lowconf,2,2208.3,1756.8,0.589
2328,lowconf,2,2208.4,1756.3,0.566
2329,lowconf,2,2208.8,1755.0,0.555
2330,lowconf,2,2106.0,910.5,0.523
2331,miss,1,2167.3,1392.1,
2332,miss,1,2160.7,1329.7,
2333,lowconf,2,2090.1,861.9,0.569
2334,miss,1,2104.1,929.5,
2335,miss,1,2090.6,823.6,
2336,miss,1,2077.2,717.6,
2337,miss,1,2063.7,611.6,
2338,miss,1,2050.2,505.7,
2339,miss,1,2036.8,399.7,
2340,miss,1,2023.3,293.7,
2341,miss,1,2009.9,187.7,
2343,lowconf,2,2088.7,802.6,0.592
2344,lowconf,2,2095.0,820.0,0.511
2345,miss,1,2083.1,739.8,
2346,miss,1,2080.6,717.4,
2347,miss,1,2078.1,695.1,
2348,lowconf,2,2089.4,966.7,0.596
2349,lowconf,2,2088.8,1001.1,0.56
2351,miss,1,2087.6,1026.2,
2352,miss,1,2087.4,1053.9,
2353,miss,1,2087.2,1081.7,
2355,lowconf,2,2091.8,1022.8,0.563
2356,lowconf,2,2094.2,995.7,0.597
2360,lowconf,2,2094.6,963.7,0.596
2361,miss,1,2096.5,967.6,
2362,miss,1,2097.0,961.1,
2363,lowconf,2,2038.8,954.2,0.573
2364,miss,1,2058.6,947.9,
2365,lowconf,2,1968.8,950.4,0.593
2369,lowconf,2,1790.0,1031.6,0.568
2371,lowconf,2,1672.5,1132.5,0.588
2373,lowconf,2,1543.7,1276.3,0.544
2375,lowconf,2,1380.1,1482.9,0.558
2379,miss,1,1066.2,1948.4,
2380,miss,1,987.0,2059.3,
2381,miss,1,907.7,2170.1,
2382,miss,1,828.5,2280.9,
2383,miss,1,749.2,2391.7,
2384,miss,1,670.0,2502.5,
2385,miss,1,590.8,2613.4,
2386,miss,1,511.5,2724.2,
2398,lowconf,2,213.8,1983.7,0.528
2399,miss,1,213.8,1983.7,
2400,miss,1,213.8,1983.7,
2402,lowconf,2,881.3,780.0,0.553
2403,miss,1,1050.9,449.3,
2404,miss,1,1218.1,144.2,
2405,miss,1,1385.2,-160.9,
2406,miss,1,1552.4,-466.0,
2407,miss,1,1719.6,-771.1,
2408,miss,1,1886.8,-1076.3,
2409,miss,1,2053.9,-1381.4,
2410,miss,1,2221.1,-1686.5,
2431,fp_isolated,1,2574.1,502.5,0.615
2432,miss,1,2574.1,502.5,
2433,miss,1,2574.1,502.5,
2434,miss,1,2574.1,502.5,
2435,miss,1,2574.1,502.5,
2437,miss,1,2682.9,924.4,
2438,lowconf,2,2696.2,1012.4,0.593
2439,lowconf,2,2697.1,978.0,0.575
2440,miss,1,2722.2,1092.6,
2443,lowconf,2,2766.6,786.5,0.545
2444,lowconf,2,2782.1,763.5,0.587
2447,lowconf,2,2787.0,734.0,0.589
2448,lowconf,2,2784.3,714.9,0.567
2450,miss,1,2807.1,685.3,
2452,lowconf,2,2773.0,738.9,0.589
2453,miss,1,2785.5,698.8,
2454,lowconf,2,2756.6,778.7,0.551
2455,lowconf,2,2757.1,800.3,0.591
2458,miss,1,2746.3,835.3,
2459,miss,1,2741.5,850.4,
2460,lowconf,2,2850.0,909.6,0.537
2466,lowconf,2,2921.2,1005.0,0.593
2469,lowconf,2,2926.8,1155.1,0.529
2478,miss,1,2927.3,1525.7,
2483,miss,1,2958.1,1484.5,
2484,lowconf,2,2959.7,1540.2,0.591
2486,miss,1,2968.9,1574.9,
2487,lowconf,2,1700.6,967.5,0.521
2488,miss,1,2285.7,1271.4,
2489,miss,1,2173.1,1232.2,
2490,miss,1,2060.6,1193.1,
2491,miss,1,1948.0,1154.0,
2526,lowconf,2,2317.4,933.8,0.557
2527,lowconf,2,2291.3,930.0,0.515
2528,lowconf,2,2275.5,925.4,0.588
2529,miss,1,2246.4,830.9,
2530,lowconf,2,2250.9,894.6,0.598
2533,lowconf,2,2208.7,864.6,0.588
2537,lowconf,2,2207.0,1758.9,0.597
2538,miss,1,1976.8,939.8,
2539,miss,1,1924.7,935.9,
2540,miss,1,1872.7,932.0,
2543,miss,1,2122.7,1751.6,
2555,lowconf,2,2456.2,1552.5,0.583
2557,lowconf,2,2460.0,1547.7,0.56
2558,lowconf,2,2452.0,1550.3,0.583
2560,lowconf,2,2032.5,1503.8,0.578
2578,miss,1,1913.5,1364.6,
2579,miss,1,1904.8,1357.5,
2580,miss,1,1896.1,1350.4,
2581,fp_isolated,1,1917.5,1332.5,0.517
2582,miss,1,1900.6,1328.3,
2583,miss,1,1895.1,1320.0,
2584,miss,1,1889.7,1311.7,
2585,miss,1,1884.3,1303.4,
2586,miss,1,1878.9,1295.1,
2587,miss,1,1873.5,1286.9,
2588,fp_static,1,2456.3,1552.5,0.503
2589,lowconf,2,2454.7,1554.7,0.558
2590,lowconf,2,2453.5,1553.5,0.547
2591,lowconf,2,2457.0,1554.1,0.528
2592,lowconf,2,2454.4,1555.3,0.537
2593,fp_static,1,2454.6,1556.2,0.57
2594,lowconf,2,2452.6,1560.0,0.545
2595,lowconf,2,2454.6,1560.0,0.534
2596,lowconf,2,2455.3,1557.1,0.566
2597,lowconf,2,2454.7,1552.5,0.544
2598,fp_static,1,2455.3,1549.7,0.576
2599,lowconf,2,2455.0,1551.0,0.587
2600,lowconf,2,2455.0,1550.9,0.585
2601,lowconf,2,2453.4,1550.2,0.593
2602,lowconf,2,2451.8,1555.2,0.57
2603,lowconf,2,2452.5,1556.3,0.512
2604,lowconf,2,2453.4,1550.1,0.592
2606,lowconf,2,2455.0,1550.9,0.583
2608,lowconf,2,2453.7,1555.9,0.568
2609,lowconf,2,2453.6,1555.9,0.574
2610,lowconf,2,2454.4,1552.1,0.591
2611,lowconf,2,2453.6,1555.9,0.585
2612,lowconf,2,2453.4,1561.0,0.538
2613,fp_static,1,2450.7,1554.9,0.574
2614,lowconf,2,2449.6,1549.5,0.589
2615,lowconf,2,2450.4,1548.8,0.583
2616,lowconf,2,2451.4,1549.1,0.575
2617,lowconf,2,2453.4,1552.0,0.588
2618,fp_static,1,2454.4,1552.0,0.589
2619,lowconf,2,2452.5,1556.2,0.562
2620,lowconf,2,2455.5,1558.4,0.529
2621,lowconf,2,2452.5,1552.5,0.568
2622,lowconf,2,2448.8,1550.3,0.584
2624,lowconf,2,1698.7,1046.3,0.586
2625,lowconf,2,2452.5,1551.1,0.566
2626,lowconf,2,2453.8,1552.9,0.592
2627,lowconf,2,2452.6,1548.8,0.597
2628,lowconf,2,2452.5,1552.5,0.561
2629,miss,1,2452.7,1550.4,
2630,fp_static,1,2455.2,1548.3,0.562
2631,lowconf,2,2459.1,1557.5,0.534
2632,miss,1,2457.0,1552.9,
2633,miss,1,2457.7,1553.4,
2634,miss,1,2458.5,1553.8,
2635,miss,1,2459.2,1554.3,
2636,miss,1,2460.0,1554.7,
2637,lowconf,2,2448.8,1455.0,0.528
2638,lowconf,2,2457.0,1411.6,0.525
2639,miss,1,2453.9,1424.2,
2640,miss,1,2453.8,1409.5,
2641,miss,1,2453.7,1394.8,
2642,miss,1,2453.7,1380.1,
2643,miss,1,2453.6,1365.4,
2644,miss,1,2453.5,1350.7,
2645,miss,1,2453.4,1336.0,
2646,miss,1,2453.3,1321.3,
2653,miss,1,1835.3,930.2,
2654,miss,1,1788.6,893.7,
2663,lowconf,2,1789.8,968.2,0.563
2664,lowconf,2,1784.9,963.8,0.53
2665,lowconf,2,1776.3,968.8,0.526
2666,miss,1,1763.1,966.6,
2667,miss,1,1751.7,967.5,
2668,miss,1,1740.3,968.4,
2669,miss,1,1728.9,969.4,
2670,miss,1,1717.5,970.3,
2671,lowconf,2,1701.6,959.1,0.535
2673,lowconf,2,1658.3,947.5,0.542
2674,miss,1,1646.8,953.4,
2675,miss,1,1632.5,952.0,
2676,miss,1,1618.2,950.6,
2677,miss,1,1603.9,949.1,
2678,miss,1,1589.6,947.7,
2679,miss,1,1575.2,946.2,
2680,miss,1,1560.9,944.8,
2681,fp_isolated,1,1572.9,877.5,0.533
2682,miss,1,1557.4,879.0,
2683,miss,1,1545.8,870.7,
2684,miss,1,1534.2,862.5,
2685,miss,1,1522.6,854.2,
2686,miss,1,1511.1,845.9,
2687,miss,1,1499.5,837.6,
2688,lowconf,2,1560.0,798.8,0.51
2689,lowconf,2,1552.5,828.8,0.545
2690,miss,1,1544.7,803.3,
2691,lowconf,2,1572.0,864.0,0.518
2692,miss,1,1555.2,826.7,
2693,miss,1,1554.0,824.3,
2695,miss,1,1547.1,922.2,
2696,lowconf,2,1545.0,1051.5,0.583
2698,miss,1,1544.5,1090.3,
2699,lowconf,2,1541.2,1057.5,0.566
2700,lowconf,2,1538.2,1041.4,0.595
2706,miss,1,1541.8,958.4,
2707,lowconf,2,1533.8,959.9,0.59
2708,lowconf,2,1585.5,963.0,0.595
2711,miss,1,1625.2,972.0,
2713,lowconf,2,1770.0,1121.2,0.509
2715,miss,1,1812.5,1137.3,
2716,lowconf,2,1924.6,1339.7,0.585
2717,miss,1,1923.1,1287.2,
2719,lowconf,2,2136.5,1715.0,0.565
2722,miss,1,2334.2,2055.6,
2723,miss,1,2401.4,2170.9,
2724,miss,1,2468.5,2286.2,
2725,miss,1,2535.7,2401.5,
2726,miss,1,2602.9,2516.8,
2727,miss,1,2670.0,2632.1,
2728,miss,1,2737.2,2747.4,
2729,miss,1,2804.4,2862.7,
2737,lowconf,2,2386.6,2002.5,0.578
2742,lowconf,2,1938.8,1552.5,0.501
2752,miss,1,1664.6,1724.3,
2759,miss,1,1600.9,1892.1,
2767,miss,1,1443.4,1993.7,
2768,lowconf,2,1431.5,2054.0,0.559
2769,miss,1,1410.1,2044.4,
2770,lowconf,2,1366.5,2085.0,0.566
2771,lowconf,2,1339.7,2095.2,0.579
2772,lowconf,2,1328.5,2093.4,0.55
2773,miss,1,1306.4,2123.6,
2777,lowconf,2,912.5,1347.5,0.54
2778,lowconf,2,996.9,1210.4,0.571
2779,miss,1,898.6,1349.0,
2781,miss,1,938.6,979.7,
2783,lowconf,2,1262.5,798.4,0.559
2784,lowconf,2,1319.2,749.0,0.559
2785,lowconf,2,1364.2,734.0,0.566
2787,lowconf,2,1430.0,734.1,0.554
2791,lowconf,2,1535.8,784.5,0.597
2794,lowconf,2,1623.9,926.3,0.597
2796,miss,1,1694.0,939.4,
2797,miss,1,1724.0,972.3,
2799,lowconf,2,1713.8,1155.1,0.555
2800,lowconf,2,1733.2,1249.8,0.598
2802,lowconf,2,1770.0,1103.9,0.551
2806,lowconf,2,1803.8,952.5,0.507
2807,lowconf,2,1827.5,917.5,0.518
2808,miss,1,1836.4,964.5,
2809,miss,1,1848.7,936.5,
2810,lowconf,2,1888.9,904.0,0.564
2811,miss,1,1892.3,877.4,
2816,lowconf,2,2002.5,1016.2,0.588
2817,miss,1,2012.4,969.3,
2820,lowconf,2,2066.6,1051.7,0.565
2821,lowconf,2,2088.1,995.9,0.534
2826,lowconf,2,2141.0,928.9,0.591
2827,lowconf,2,2158.9,926.6,0.587
2828,miss,1,2173.7,919.9,
2830,miss,1,2196.1,919.3,
2831,miss,1,2208.5,910.8,
2832,miss,1,2220.9,902.4,
2833,miss,1,2233.3,893.9,
2834,miss,1,2245.7,885.4,
2835,miss,1,2258.1,876.9,
2836,lowconf,2,2266.0,989.6,0.591
2841,lowconf,2,2321.2,956.3,0.589
2845,lowconf,2,2356.4,996.1,0.596
2848,lowconf,2,2385.0,982.5,0.541
2850,lowconf,2,2397.0,981.6,0.593
2851,miss,1,2407.3,992.6,
2852,lowconf,2,2408.7,996.3,0.531
2856,miss,1,2442.6,1019.5,
2857,lowconf,2,2447.7,1011.9,0.562
2858,miss,1,2456.3,1020.9,
2859,miss,1,2463.6,1023.6,
2860,miss,1,2470.9,1026.3,
2861,miss,1,2478.2,1029.1,
2862,miss,1,2485.5,1031.8,
2863,miss,1,2492.8,1034.5,
2864,miss,1,2500.0,1037.3,
2865,miss,1,2507.3,1040.0,
2869,lowconf,2,2467.5,986.2,0.503
2870,miss,1,2473.8,988.1,
2871,lowconf,2,2422.5,948.7,0.536
2872,miss,1,2440.3,957.3,
2873,miss,1,2437.5,951.7,
2874,miss,1,2434.7,946.0,
2875,fp_isolated,1,2486.0,940.2,0.605
2876,miss,1,2474.3,934.5,
2877,miss,1,2477.7,928.8,
2878,miss,1,2481.1,923.1,
2879,lowconf,2,2466.5,929.0,0.537
2881,miss,1,2463.6,920.6,
2882,miss,1,2463.5,916.7,
2883,miss,1,2463.4,912.8,
2884,miss,1,2463.4,908.9,
2885,lowconf,2,2403.8,926.3,0.522
2886,lowconf,2,2392.6,922.5,0.55
2887,miss,1,2394.5,919.4,
2888,miss,1,2386.2,918.2,
2889,miss,1,2377.8,916.9,
2890,miss,1,2369.4,915.7,
2891,miss,1,2361.1,914.4,
2892,miss,1,2352.7,913.2,
2893,miss,1,2344.3,911.9,
2894,miss,1,2335.9,910.7,
2898,lowconf,2,2334.6,926.2,0.585
2899,miss,1,2327.0,925.5,
2900,miss,1,2321.4,926.0,
2901,lowconf,2,2306.2,933.8,0.519
2902,miss,1,2303.2,932.4,
2903,miss,1,2296.7,933.5,
2904,miss,1,2290.2,934.7,
2905,miss,1,2283.7,935.9,
2906,miss,1,2277.2,937.1,
2907,miss,1,2270.7,938.3,
2908,miss,1,2264.2,939.4,
2909,miss,1,2257.7,940.6,
2920,lowconf,2,2183.6,835.8,0.585
2922,lowconf,2,2182.6,894.8,0.575
2926,lowconf,2,2174.2,1067.7,0.561
2927,miss,1,2171.7,1082.7,
2928,miss,1,2169.8,1117.6,
2936,miss,1,2141.3,950.6,
2937,lowconf,2,2091.7,934.9,0.553
2938,miss,1,2110.0,928.9,
2940,lowconf,2,1939.5,919.6,0.579
2941,miss,1,1960.1,906.0,
2949,miss,1,1142.4,1268.4,
2953,miss,1,467.8,1918.7,
2954,miss,1,329.3,2034.2,
2955,miss,1,190.8,2149.8,
2956,miss,1,52.3,2265.3,
2957,miss,1,-86.1,2380.9,
2958,fp_isolated,1,1001.2,551.2,0.521
2959,miss,1,701.3,922.9,
2960,miss,1,697.6,824.7,
2961,miss,1,693.8,726.5,
2962,miss,1,690.0,628.2,
2963,miss,1,686.2,530.0,
2964,miss,1,682.5,431.8,
2965,miss,1,678.7,333.6,
2966,miss,1,674.9,235.4,
2980,fp_isolated,1,1520.0,957.5,0.519
2981,miss,1,1520.0,957.5,
2982,miss,1,1520.0,957.5,
2983,miss,1,1520.0,957.5,
2984,miss,1,1520.0,957.5,
2985,miss,1,1520.0,957.5,
2986,miss,1,1520.0,957.5,
2987,miss,1,1520.0,957.5,
2988,miss,1,1520.0,957.5,
3029,lowconf,2,2184.3,1301.8,0.584
3030,miss,1,2184.3,1301.8,
3031,lowconf,2,2163.7,1280.4,0.577
3032,lowconf,2,2130.0,1248.8,0.506
3033,miss,1,2120.9,1239.2,
3034,miss,1,2104.4,1222.9,
3035,miss,1,2087.8,1206.6,
3036,miss,1,2071.2,1190.3,
3038,miss,1,2053.2,1049.5,
3039,miss,1,2038.6,1018.6,
3041,lowconf,2,1806.6,1296.5,0.556
3043,lowconf,2,1662.5,1461.7,0.56
3045,lowconf,2,211.9,1849.3,0.595
3046,miss,1,388.3,1883.4,
3047,miss,1,148.2,1982.0,
3053,lowconf,2,1037.5,812.5,0.514
3056,lowconf,2,1264.0,687.3,0.57
3057,lowconf,2,1341.0,670.5,0.536
3059,miss,1,1473.3,501.3,
3060,miss,1,1562.8,436.8,
3062,miss,1,1696.1,522.7,
3063,miss,1,1778.2,492.9,
3064,lowconf,2,1715.0,735.8,0.566
3065,miss,1,1837.4,630.3,
3067,miss,1,1918.0,764.3,
3069,miss,1,1986.8,895.3,
3072,lowconf,2,2027.0,1159.7,0.553
3073,lowconf,2,2070.7,1204.8,0.58
3074,lowconf,2,2062.6,1233.7,0.578
3075,miss,1,2130.0,1296.4,
3076,lowconf,2,2099.3,1075.3,0.556
3077,lowconf,2,2118.8,1016.3,0.53
3078,lowconf,2,2126.3,990.1,0.542
3079,lowconf,2,2149.5,909.0,0.529
3080,miss,1,2179.3,1005.2,
3084,miss,1,2211.3,766.5,
3085,lowconf,2,1111.3,1153.7,0.531
3090,lowconf,2,2272.6,810.0,0.575
3091,lowconf,2,2280.0,831.0,0.563
3092,lowconf,2,2296.2,862.5,0.593
3096,lowconf,2,2330.5,993.9,0.599
3100,lowconf,2,2370.0,900.0,0.521
3102,lowconf,2,1680.0,976.9,0.518
3103,lowconf,2,2389.5,861.6,0.59
3109,lowconf,2,2446.7,893.6,0.596
3113,miss,1,2516.5,944.2,
3116,lowconf,2,2529.4,1054.3,0.58
3149,lowconf,2,2765.5,1091.2,0.598
3157,lowconf,2,2135.4,915.0,0.541
3159,lowconf,2,2122.5,894.7,0.537
3160,lowconf,2,2125.0,897.5,0.514
3162,lowconf,2,2849.1,1113.5,0.589
3163,lowconf,2,2856.0,1110.0,0.557
3164,lowconf,2,2862.5,1111.5,0.596
3166,miss,1,2834.8,1100.0,
3167,miss,1,2903.0,1118.9,
3168,miss,1,2971.1,1137.7,
3169,miss,1,3039.3,1156.6,
3170,lowconf,2,2117.9,835.2,0.572
3171,lowconf,2,2121.2,841.3,0.571
3172,lowconf,2,2118.8,862.5,0.51
3173,lowconf,2,2118.9,895.0,0.591
3174,lowconf,2,2118.2,932.2,0.53
3178,miss,1,2019.7,988.2,
3179,miss,1,1991.0,1001.9,
3180,miss,1,1962.3,1015.6,
3181,lowconf,2,2103.8,1042.4,0.531
3189,lowconf,2,2052.5,965.0,0.513
3191,lowconf,2,2014.8,968.5,0.598
3192,lowconf,2,1975.7,973.1,0.581
3197,miss,1,1824.6,1043.7,
3198,miss,1,1794.4,1055.6,
3200,lowconf,2,1590.1,1342.6,0.59
3202,lowconf,2,1473.4,1570.1,0.575
3206,miss,1,1168.7,2054.5,
3207,miss,1,1097.0,2170.4,
3208,miss,1,1025.2,2286.3,
3209,miss,1,953.5,2402.2,
3210,miss,1,881.8,2518.0,
3211,miss,1,810.0,2633.9,
3212,miss,1,738.3,2749.8,
3213,miss,1,666.6,2865.7,
3221,lowconf,2,633.8,1770.0,0.515
3222,lowconf,2,772.5,1488.8,0.565
3223,miss,1,596.4,1689.2,
3225,lowconf,2,1180.0,805.0,0.509
3228,miss,1,1416.6,350.4,
3229,miss,1,1520.4,157.2,
3230,miss,1,1624.2,-36.0,
3231,miss,1,1727.9,-229.2,
3232,miss,1,1831.7,-422.5,
3233,miss,1,1935.5,-615.7,
3234,miss,1,2039.2,-808.9,
3235,miss,1,2143.0,-1002.1,
3244,fp_isolated,1,2540.3,945.0,0.533
3245,miss,1,2540.3,945.0,
3246,miss,1,2540.3,945.0,
3247,miss,1,2540.3,945.0,
3248,miss,1,2540.3,945.0,
3249,fp_isolated,1,2568.7,495.2,0.609
3250,miss,1,2574.4,405.5,
3251,miss,1,2580.0,315.6,
