frame,visible,u,v
2500,1,1095.0,2115.0
2502,1,1101.0,2124.0
2504,1,1098.0,2133.0
2506,1,999.0,1920.0
2508,1,1185.0,1263.0
2510,1,1353.0,801.0
2512,1,1491.0,420.0
2514,1,1584.0,258.0
2516,1,1668.0,141.0
2518,0,,
2520,1,1788.0,99.0
2522,1,1836.0,108.0
2524,1,1869.0,144.0
2526,1,1911.0,234.0
2528,1,1947.0,351.0
2530,1,1977.0,438.0
2532,1,1989.0,570.0
2534,1,2016.0,708.0
2536,1,2028.0,852.0
2538,1,2055.0,1005.0
2540,1,2073.0,1149.0
2542,1,2088.0,1095.0
2544,1,2076.0,960.0
2546,1,2085.0,861.0
2548,1,2085.0,771.0
2550,1,2112.0,720.0
2552,1,2118.0,678.0
2554,1,2112.0,666.0
2556,1,2127.0,651.0
2558,1,2127.0,654.0
2560,1,2142.0,705.0
2562,1,2136.0,741.0
2564,1,2163.0,816.0
2566,1,2145.0,900.0
2568,1,2169.0,1011.0
2570,1,2160.0,1140.0
2572,1,2178.0,1167.0
2574,1,2196.0,1092.0
2576,1,2196.0,1023.0
2578,1,2208.0,993.0
2580,1,2202.0,987.0
2582,1,2214.0,984.0
2584,1,2226.0,1023.0
2586,1,2232.0,1056.0
2588,1,2247.0,1101.0
2590,1,2247.0,1197.0
2592,1,2265.0,1227.0
2594,1,2265.0,1164.0
2596,1,2274.0,1137.0
2598,1,2274.0,1122.0
2600,1,2280.0,1143.0
2602,1,2295.0,1170.0
2604,1,2298.0,1224.0
2606,1,2301.0,1287.0
2608,1,2313.0,1248.0
2610,1,2319.0,1230.0
2612,1,2340.0,1299.0
2614,1,2343.0,1227.0
2616,1,2343.0,1167.0
2618,1,2349.0,1125.0
2620,1,2352.0,1104.0
2622,0,,
2624,0,,
2626,0,,
2628,0,,
2630,0,,
2632,0,,
2634,0,,
2636,0,,
2638,0,,
2640,0,,
2642,0,,
2644,0,,
2646,0,,
2648,0,,
2650,0,,
2652,0,,
2654,0,,
2656,0,,
2658,0,,
2660,0,,
2662,0,,
2664,0,,
2666,0,,
2668,0,,
2670,0,,
2672,0,,
2674,0,,
2676,1,2211.0,2097.0
2678,1,2013.0,1827.0
2680,1,1872.0,1659.0
2682,1,1755.0,1563.0
2684,1,1674.0,1521.0
2686,1,1611.0,1500.0
2688,1,1569.0,1425.0
2690,1,1536.0,1296.0
2692,1,1506.0,1206.0
2694,0,,
2696,0,,
2698,0,,
2700,0,,
2702,0,,
2704,0,,
2706,0,,
2708,0,,
2710,0,,
2712,0,,
2714,0,,
2716,0,,
2718,0,,
2720,0,,
2722,0,,
2724,0,,
2726,0,,
2728,1,2439.0,939.0
2730,1,2415.0,945.0
2732,1,2394.0,984.0
2734,1,2382.0,1038.0
2736,1,2373.0,978.0
2738,1,2379.0,891.0
2740,1,2385.0,801.0
2742,1,2385.0,738.0
2744,1,2385.0,696.0
2746,1,2382.0,672.0
2748,1,2385.0,687.0
2750,1,2379.0,738.0
2752,1,2376.0,831.0
2754,1,2370.0,978.0
2756,1,2355.0,1200.0
2758,1,2340.0,1509.0
2760,1,2313.0,1905.0
2762,0,,
2764,0,,
2766,0,,
2768,0,,
2770,0,,
2772,0,,
2774,0,,
2776,0,,
2778,0,,
2780,0,,
2782,0,,
2784,0,,
2786,0,,
2788,0,,
2790,0,,
2792,0,,
2794,0,,
2796,0,,
2798,0,,
2800,0,,
2802,0,,
2804,0,,
2806,0,,
2808,0,,
2810,0,,
2812,0,,
2814,0,,
2816,0,,
2818,0,,
2820,0,,
2822,0,,
2824,0,,
2826,0,,
2828,0,,
2830,0,,
2832,0,,
2834,0,,
2836,0,,
2838,0,,
2840,0,,
2842,0,,
2844,0,,
2846,0,,
2848,0,,
2850,0,,
2852,0,,
2854,0,,
2856,0,,
2858,0,,
2860,0,,
2862,0,,
2864,0,,
2866,0,,
2868,0,,
2870,0,,
2872,0,,
2874,0,,
2876,0,,
2878,0,,
2880,0,,
2882,0,,
2884,0,,
2886,0,,
2888,0,,
2890,0,,
2892,0,,
2894,0,,
2896,0,,
2898,0,,
2900,0,,
2902,0,,
2904,1,1785.0,2049.0
2906,1,2040.0,1635.0
2908,1,2235.0,1362.0
2910,1,2358.0,1200.0
2912,1,2454.0,1104.0
2914,1,2535.0,1059.0
2916,1,2598.0,1056.0
2918,1,2634.0,1062.0
2920,1,2670.0,1101.0
2922,1,2703.0,1152.0
2924,1,2730.0,1134.0
2926,1,2745.0,1035.0
2928,1,2760.0,960.0
2930,1,2775.0,912.0
2932,1,2805.0,876.0
2934,1,2838.0,852.0
2936,1,2868.0,852.0
2938,1,2892.0,861.0
2940,1,2895.0,885.0
2942,1,2904.0,933.0
2944,0,,
2946,0,,
2948,1,2889.0,1104.0
2950,1,2883.0,1158.0
2952,1,2892.0,1092.0
2954,1,2877.0,1056.0
2956,1,2865.0,1041.0
2958,0,,
2960,0,,
2962,0,,
2964,0,,
2966,0,,
2968,0,,
2970,1,2874.0,1056.0
2972,0,,
2974,0,,
2976,0,,
2978,1,2925.0,1344.0
2980,1,2919.0,1323.0
2982,1,2913.0,1326.0
2984,1,2916.0,1329.0
2986,0,,
2988,0,,
2990,0,,
2992,0,,
2994,0,,
2996,0,,
2998,1,2808.0,1299.0
3000,1,2871.0,1296.0
3002,1,2853.0,1221.0
3004,1,2832.0,1218.0
3006,1,2808.0,1197.0
3008,1,2799.0,1098.0
3010,1,2763.0,993.0
3012,1,2736.0,900.0
